Team,Player,Event,Mins,Secs,X,Y,X2,Y2,On/Off-target or Saved,Cross successful or blocked,Thru Pass successful or blocked,Half
HGU(A),9.Pedro,Successful Pass,0,11,50,51,62,50,,,,First
HGU(A),7.Shahfiq,Thru Pass,0,14,63,49,21,85,,,intercepted,First
LCS(H),3.Tajeli,Interception,0,15,20,87,-,-,,,,First
HGU(A),4.Nazrul,Interception,0,20,53,96,-,-,,,,First
HGU(A),6.Kaishu,Successful Pass,0,21,72,78,55,80,,,,First
LCS(H),6.Anu,Interception,0,23,60,75,-,-,,,,First
LCS(H),6.Anu,Successful Pass,0,24,60,75,66,55,,,,First
LCS(H),9.Shinwook,Stray Pass,0,26,68,53,79,98,,,,First
HGU(A),4.Nazrul,Throw,0,44,76,98,59,94,,,,First
LCS(H),28.Saifulah,Foul,0,45,59,95,-,-,,,,First
HGU(A),4.Nazrul,Set Piece,1,8,77,91,41,82,,,,First
HGU(A),9.Pedro,Successful Pass,1,10,48,95,46,85,,,,First
HGU(A),14.Kiki,Stray Pass,1,14,39,81,23,54,,,,First
LCS(H),2.Henriqu,Interception,1,14,24,53,-,-,,,,First
LCS(H),2.Henriqu,Dribble attempt,1,17,30,52,79,27,,,,First
LCS(H),2.Henriqu,Successful Pass,1,23,79,28,80,18,,,,First
LCS(H),28.Saifulah,Successful Pass,1,25,78,31,80,48,,,,First
HGU(A),4.Nazrul,Interception,1,27,79,66,-,-,,,,First
HGU(A),19.Amy,Successful Pass,1,30,66,72,76,69,,,,First
HGU(A),14.Kiki,Shot,1,31,64,66,14,42,off-target,,,First
LCS(H),18.Hassan,Successful Pass,1,37,17,44,28,50,,,,First
LCS(H),6.Anu,Successful Pass,1,39,28,50,27,64,,,,First
LCS(H),14.Hariss,Successful Pass,1,41,29,67,37,94,,,,First
LCS(H),3.Tajeli,Successful Pass,1,42,39,94,28,70,,,,First
LCS(H),14.Hariss,Successful Pass,1,45,30,70,17,54,,,,First
LCS(H),18.Hassan,Successful Pass,1,50,16,53,27,84,,,,First
LCS(H),14.Hariss,Thru Pass,1,53,24,77,83,45,,,unsuccessful,First
HGU(A),21.Nazhim,Successful Pass,1,58,81,43,89,44,,,,First
HGU(A),13.Barudin,Successful Pass,2,4,88,47,82,61,,,,First
HGU(A),6.Kaishu,Successful Pass,2,12,77,68,65,36,,,,First
HGU(A),7.Shahfiq,Successful Pass,2,15,74,48,80,69,,,,First
HGU(A),6.Kaishu,Successful Pass,2,16,80,71,63,57,,,,First
HGU(A),7.Shahfiq,Successful Pass,2,17,64,57,67,44,,,,First
HGU(A),20.Suhaimi,Stray Pass,2,21,69,44,25,93,,,,First
LCS(H),3.Tajeli,Interception,2,21,25,93,-,-,,,,First
HGU(A),19.Amy,Foul,2,46,26,93,-,-,,,,First
LCS(H),3.Tajeli,Set Piece,2,50,30,91,12,72,,,,First
LCS(H),14.Hariss,Successful Pass,2,53,19,76,19,48,,,,First
LCS(H),18.Hassan,Successful Pass,2,57,17,45,25,26,,,,First
LCS(H),2.Henriqu,Stray Pass,3,0,24,25,44,17,,,,First
HGU(A),10.Shawal,Interception,3,0,39,16,-,-,,,,First
HGU(A),23.Sahil,Successful Pass,3,2,29,18,12,7,,,,First
HGU(A),9.Pedro,Cross,3,5,9,9,4,17,,blocked,,First
HGU(A),20.Suhaimi,Throw,3,27,12,1,27,9,,,,First
HGU(A),10.Shawal,Successful Pass,3,30,18,3,26,4,,,,First
HGU(A),20.Suhaimi,Stray Pass,3,32,26,4,47,5,,,,First
LCS(H),9.Shinwook,Interception,3,34,43,6,-,-,,,,First
LCS(H),9.Shinwook,Successful Pass,3,34,43,7,37,14,,,,First
HGU(A),14.Kiki,Interception,3,35,38,16,-,-,,,,First
HGU(A),6.Kaishu,Successful Pass,3,38,61,23,63,14,,,,First
HGU(A),20.Suhaimi,Successful Pass,3,41,71,14,69,24,,,,First
HGU(A),6.Kaishu,Successful Pass,3,43,74,23,64,7,,,,First
HGU(A),10.Shawal,Successful Pass,3,45,68,7,69,23,,,,First
LCS(H),6.Anu,Interception,3,50,68,27,-,-,,,,First
LCS(H),6.Anu,Foul,3,51,70,27,-,-,,,,First
HGU(A),13.Barudin,Successful Pass,4,12,89,50,84,37,,,,First
HGU(A),21.Nazhim,Successful Pass,4,15,82,31,58,29,,,,First
LCS(H),6.Anu,Interception,4,16,58,30,-,-,,,,First
HGU(A),6.Kaishu,Possession Lost,4,18,76,50,-,-,,,,First
LCS(H),16.Hami,Interception,4,20,72,45,-,-,,,,First
LCS(H),6.Anu,Successful Pass,4,21,70,37,72,69,,,,First
HGU(A),23.Sahil,Interception,4,25,68,60,-,-,,,,First
LCS(H),7.Song,Interception,4,27,70,50,-,-,,,,First
LCS(H),7.Song,Successful Pass,4,27,69,50,78,48,,,,First
LCS(H),9.Shinwook,Possession Lost,4,30,77,55,-,-,,,,First
LCS(H),16.Hami,Stray Pass,4,31,77,57,88,49,,,,First
HGU(A),6.Kaishu,Successful Pass,4,33,87,50,87,69,,,,First
HGU(A),4.Nazrul,Successful Pass,4,39,82,80,67,93,,,,First
HGU(A),14.Kiki,Successful Pass,4,40,70,93,70,76,,,,First
HGU(A),7.Shahfiq,Thru Pass,4,42,72,64,54,64,,,intercepted,First
LCS(H),14.Hariss,Interception,4,43,56,70,-,-,,,,First
LCS(H),8.Shahdan,Successful Pass,4,44,66,74,55,64,,,,First
LCS(H),6.Anu,Successful Pass,4,47,53,58,65,42,,,,First
LCS(H),28.Saifulah,Successful Pass,4,51,61,57,37,62,,,,First
LCS(H),14.Hariss,Successful Pass,4,56,46,64,81,6,,,,First
LCS(H),12.Iqram,Cross,4,59,85,6,88,11,,blocked,,First
HGU(A),20.Suhaimi,Interception,4,59,88,11,-,-,,,,First
LCS(H),8.Shahdan,Corner,5,39,98,3,96,41,,,,First
HGU(A),9.Pedro,Interception,5,40,96,36,-,-,,,,First
LCS(H),28.Saifulah,Stray Pass,5,42,67,22,85,38,,,,First
HGU(A),21.Nazhim,Successful Pass,5,48,74,24,78,34,,,,First
HGU(A),20.Suhaimi,Successful Pass,5,51,70,16,56,16,,,,First
HGU(A),23.Sahil,Successful Pass,5,55,58,18,29,77,,,,First
HGU(A),19.Amy,Stray Pass,6,3,7,80,1,72,,,,First
LCS(H),12.Iqram,Successful Pass,6,19,31,5,14,27,,,,First
LCS(H),2.Henriqu,Successful Pass,6,21,18,24,18,73,,,,First
LCS(H),14.Hariss,Successful Pass,6,25,19,71,26,94,,,,First
LCS(H),3.Tajeli,Successful Pass,6,27,22,94,46,69,,,,First
HGU(A),6.Kaishu,Interception,6,29,46,69,-,-,,,,First
HGU(A),6.Kaishu,Successful Pass,6,31,45,68,28,54,,,,First
HGU(A),14.Kiki,Successful Pass,6,34,32,57,23,91,,,,First
HGU(A),19.Amy,Thru Pass,6,38,27,89,17,51,,,successful,First
HGU(A),23.Sahil,Assist,6,41,17,48,20,55,,,,First
HGU(A),9.Pedro,Shot,6,43,20,54,0,43,Goal,,,First
LCS(H),16.Hami,Successful Pass,7,48,44,41,38,7,,,,First
LCS(H),12.Iqram,Successful Pass,7,50,40,11,57,3,,,,First
LCS(H),28.Saifulah,Successful Pass,7,52,59,4,32,5,,,,First
LCS(H),12.Iqram,Successful Pass,7,55,33,7,21,29,,,,First
LCS(H),2.Henriqu,Successful Pass,7,58,24,27,21,69,,,,First
LCS(H),14.Hariss,Successful Pass,8,2,22,60,34,94,,,,First
LCS(H),3.Tajeli,Successful Pass,8,4,33,93,38,69,,,,First
LCS(H),6.Anu,Successful Pass,8,6,41,72,51,96,,,,First
LCS(H),7.Song,Successful Pass,8,7,55,94,64,67,,,,First
HGU(A),7.Shahfiq,Foul,8,8,44,79,-,-,,,,First
LCS(H),6.Anu,Set Piece,8,14,45,78,45,60,,,,First
LCS(H),8.Shahdan,Successful Pass,8,17,48,52,48,31,,,,First
LCS(H),2.Henriqu,Stray Pass,8,26,57,22,99,13,,,,First
HGU(A),21.Nazhim,Successful Pass,9,9,77,27,71,11,,,,First
HGU(A),20.Suhaimi,Successful Pass,9,11,72,10,85,25,,,,First
HGU(A),21.Nazhim,Stray Pass,9,11,86,26,57,17,,,,First
LCS(H),12.Iqram,Interception,9,13,58,14,-,-,,,,First
HGU(A),10.Shawal,Interception,9,15,60,13,-,-,,,,First
HGU(A),10.Shawal,Foul,9,18,63,15,-,-,,,,First
LCS(H),8.Shahdan,Set Piece,9,41,63,22,80,6,,,,First
LCS(H),12.Iqram,Cross,9,44,84,6,93,43,,successful,,First
LCS(H),7.Song,Shot,9,45,90,37,98,40,saved,,,First
LCS(H),2.Henriqu,Shot,9,46,92,44,99,34,off-target,,,First
HGU(A),13.Barudin,Successful Pass,10,10,96,51,95,40,,,,First
HGU(A),21.Nazhim,Successful Pass,10,13,94,37,88,20,,,,First
HGU(A),20.Suhaimi,Successful Pass,10,17,87,11,65,3,,,,First
HGU(A),10.Shawal,Successful Pass,10,20,69,3,85,4,,,,First
HGU(A),20.Suhaimi,Successful Pass,10,23,83,7,72,30,,,,First
HGU(A),14.Kiki,Successful Pass,10,26,76,29,60,36,,,,First
HGU(A),9.Pedro,Successful Pass,10,26,60,30,70,44,,,,First
LCS(H),7.Song,Interception,10,29,55,56,-,-,,,,First
LCS(H),14.Hariss,Successful Pass,10,31,48,54,53,43,,,,First
LCS(H),8.Shahdan,Successful Pass,10,32,54,44,47,52,,,,First
LCS(H),14.Hariss,Successful Pass,10,34,44,59,48,91,,,,First
LCS(H),3.Tajeli,Successful Pass,10,36,39,82,14,51,,,,First
LCS(H),18.Hassan,Successful Pass,10,42,17,49,55,4,,,,First
LCS(H),12.Iqram,Possession Lost,10,45,58,3,-,-,,,,First
HGU(A),20.Suhaimi,Throw,11,5,61,2,45,11,,,,First
LCS(H),2.Henriqu,Interception,11,6,43,11,-,-,,,,First
LCS(H),12.Iqram,Successful Pass,11,8,37,6,15,36,,,,First
LCS(H),18.Hassan,Successful Pass,11,12,11,41,28,6,,,,First
LCS(H),12.Iqram,Successful Pass,11,16,25,11,45,3,,,,First
LCS(H),28.Saifulah,Thru Pass,11,18,43,6,84,6,,,unsuccessful,First
HGU(A),20.Suhaimi,Interception,11,22,87,7,-,-,,,,First
HGU(A),20.Suhaimi,Successful Pass,11,23,91,9,96,38,,,,First
HGU(A),13.Barudin,Successful Pass,11,25,96,30,85,19,,,,First
HGU(A),21.Nazhim,Successful Pass,11,26,88,18,83,6,,,,First
HGU(A),20.Suhaimi,Successful Pass,11,28,86,4,92,11,,,,First
HGU(A),21.Nazhim,Stray Pass,11,30,92,13,61,11,,,,First
LCS(H),28.Saifulah,Interception,11,32,61,13,-,-,,,,First
HGU(A),23.Sahil,Interception,11,32,63,22,-,-,,,,First
HGU(A),23.Sahil,Stray Pass,11,36,63,21,27,84,,,,First
LCS(H),3.Tajeli,Interception,11,36,26,75,-,-,,,,First
HGU(A),19.Amy,Successful Pass,11,40,37,93,61,88,,,,First
HGU(A),4.Nazrul,Successful Pass,11,43,63,87,72,68,,,,First
HGU(A),6.Kaishu,Successful Pass,11,52,76,69,63,61,,,,First
HGU(A),7.Shahfiq,Successful Pass,11,53,65,61,77,41,,,,First
HGU(A),21.Nazhim,Successful Pass,11,57,78,31,70,13,,,,First
HGU(A),20.Suhaimi,Successful Pass,11,58,70,14,73,39,,,,First
HGU(A),6.Kaishu,Successful Pass,12,2,74,48,54,50,,,,First
HGU(A),9.Pedro,Successful Pass,12,4,55,48,30,6,,,,First
HGU(A),10.Shawal,Thru Pass,12,9,29,16,13,42,,,intercepted,First
LCS(H),14.Hariss,Interception,12,11,12,40,-,-,,,,First
LCS(H),12.Iqram,Successful Pass,12,23,16,20,25,34,,,,First
HGU(A),23.Sahil,Interception,12,26,28,29,-,-,,,,First
HGU(A),23.Sahil,Foul,12,25,30,29,-,-,,,,First
LCS(H),14.Hariss,Set Piece,12,47,33,60,33,32,,,,First
LCS(H),2.Henriqu,Successful Pass,12,51,34,25,68,3,,,,First
LCS(H),28.Saifulah,Dribble attempt,12,59,69,5,85,9,,,,First
LCS(H),28.Saifulah,Successful Pass,13,2,81,12,68,32,,,,First
LCS(H),6.Anu,Successful Pass,13,4,70,32,66,57,,,,First
LCS(H),14.Hariss,Successful Pass,13,8,63,58,79,95,,,,First
LCS(H),3.Tajeli,Cross,13,10,83,94,90,45,,cleared,,First
HGU(A),21.Nazhim,Interception,13,12,89,45,-,-,,,,First
LCS(H),7.Song,Shot,13,14,88,52,99,36,off-target,,,First
LCS(H),8.Shahdan,Corner,13,43,98,3,95,47,,,,First
LCS(H),2.Henriqu,Successful Pass,13,44,89,62,95,51,,,,First
LCS(H),7.Song,Shot,13,45,94,51,99,33,off-target,,,First
HGU(A),14.Kiki,Successful Pass,14,16,69,77,52,65,,,,First
HGU(A),9.Pedro,Thru Pass,14,20,64,58,23,9,,,intercepted,First
LCS(H),12.Iqram,Interception,14,21,23,11,-,-,,,,First
LCS(H),12.Iqram,Successful Pass,14,25,28,7,39,16,,,,First
LCS(H),28.Saifulah,Successful Pass,14,29,45,22,64,4,,,,First
LCS(H),12.Iqram,Successful Pass,14,31,70,6,66,19,,,,First
LCS(H),28.Saifulah,Successful Pass,14,34,61,19,42,24,,,,First
LCS(H),8.Shahdan,Successful Pass,14,36,45,25,50,40,,,,First
LCS(H),6.Anu,Successful Pass,14,37,49,41,48,24,,,,First
LCS(H),8.Shahdan,Successful Pass,14,38,47,23,64,7,,,,First
LCS(H),28.Saifulah,Successful Pass,14,42,72,17,78,6,,,,First
LCS(H),12.Iqram,Successful Pass,14,47,84,4,72,13,,,,First
LCS(H),28.Saifulah,Successful Pass,14,48,74,10,74,25,,,,First
LCS(H),6.Anu,Thru Pass,14,50,74,25,85,25,,,successful,First
LCS(H),12.Iqram,Cross,14,53,94,25,95,74,,unsuccessful,,First
LCS(H),9.Shinwook,Successful Pass,14,57,94,72,83,82,,,,First
LCS(H),3.Tajeli,Cross,15,3,99,84,91,33,,unsuccessful,,First
LCS(H),7.Song,Possession Lost,15,6,93,37,-,-,,,,First
LCS(H),28.Saifulah,Successful Pass,15,18,74,7,70,25,,,,First
HGU(A),23.Sahil,Interception,15,21,74,37,-,-,,,,First
LCS(H),6.Anu,Interception,15,23,73,40,-,-,,,,First
LCS(H),6.Anu,Foul,15,24,73,42,-,-,,,,First
LCS(H),6.Anu,Yellow Card,15,27,71,48,-,-,,,,First
HGU(A),21.Nazhim,Set Piece,17,10,73,27,65,34,,,,First
HGU(A),7.Shahfiq,Successful Pass,17,11,69,34,76,27,,,,First
HGU(A),21.Nazhim,Successful Pass,17,15,74,19,77,7,,,,First
HGU(A),20.Suhaimi,Successful Pass,17,16,78,7,92,31,,,,First
HGU(A),13.Barudin,Successful Pass,17,18,96,32,94,55,,,,First
HGU(A),6.Kaishu,Successful Pass,17,26,83,57,58,22,,,,First
HGU(A),23.Sahil,Successful Pass,17,28,56,23,34,4,,,,First
HGU(A),10.Shawal,Dribble attempt,17,35,41,19,27,32,,,,First
HGU(A),10.Shawal,Successful Pass,17,36,28,31,27,46,,,,First
HGU(A),23.Sahil,Shot,17,38,16,60,12,57,blocked,,,First
LCS(H),3.Tajeli,Interception,17,38,11,58,-,-,,,,First
LCS(H),3.Tajeli,Successful Pass,17,40,18,63,36,87,,,,First
HGU(A),4.Nazrul,Interception,17,41,35,85,-,-,,,,First
HGU(A),19.Amy,Possession Lost,17,44,7,96,-,-,,,,First
LCS(H),3.Tajeli,Throw,18,10,9,98,26,93,,,,First
HGU(A),19.Amy,Interception,18,11,27,93,-,-,,,,First
HGU(A),7.Shahfiq,Successful Pass,18,12,23,87,10,75,,,,First
HGU(A),9.Pedro,Possession Lost,18,13,8,73,-,-,,,,First
LCS(H),14.Hariss,Successful Pass,18,15,6,70,14,32,,,,First
LCS(H),12.Iqram,Successful Pass,18,25,42,14,30,25,,,,First
LCS(H),2.Henriqu,Successful Pass,18,28,36,23,31,62,,,,First
LCS(H),14.Hariss,Successful Pass,18,30,32,60,40,95,,,,First
LCS(H),3.Tajeli,Successful Pass,18,34,39,94,28,66,,,,First
LCS(H),14.Hariss,Successful Pass,18,36,26,65,16,45,,,,First
LCS(H),18.Hassan,Successful Pass,18,39,17,48,25,20,,,,First
LCS(H),2.Henriqu,Successful Pass,18,43,25,20,45,4,,,,First
LCS(H),12.Iqram,Successful Pass,18,46,55,4,51,17,,,,First
LCS(H),8.Shahdan,Possession Lost,18,46,47,15,-,-,,,,First
HGU(A),9.Pedro,Interception,18,47,46,16,-,-,,,,First
HGU(A),7.Shahfiq,Thru Pass,18,50,55,17,31,36,,,intercepted,First
HGU(A),9.Pedro,Offside,18,51,33,39,-,-,,,,First
LCS(H),14.Hariss,Set Piece,18,58,28,51,32,79,,,,First
LCS(H),3.Tajeli,Successful Pass,19,1,40,83,56,96,,,,First
LCS(H),7.Song,Successful Pass,19,4,65,93,40,82,,,,First
LCS(H),3.Tajeli,Successful Pass,19,6,40,85,47,69,,,,First
LCS(H),6.Anu,Stray Pass,19,7,45,70,60,90,,,,First
HGU(A),4.Nazrul,Successful Pass,19,10,65,80,79,76,,,,First
HGU(A),6.Kaishu,Successful Pass,19,13,77,74,91,54,,,,First
HGU(A),13.Barudin,Successful Pass,19,18,95,55,87,91,,,,First
LCS(H),7.Song,Interception,19,19,85,90,-,-,,,,First
LCS(H),7.Song,Possession Lost,19,20,89,95,-,-,,,,First
HGU(A),4.Nazrul,Throw,19,38,82,97,64,88,,,,First
HGU(A),9.Pedro,Possession Lost,19,39,69,82,-,-,,,,First
LCS(H),7.Song,Dribble attempt,19,44,69,91,81,84,,,,First
HGU(A),4.Nazrul,Foul,19,45,82,85,-,-,,,,First
LCS(H),8.Shahdan,Set Piece,20,25,86,91,90,43,,,,First
HGU(A),19.Amy,Interception,20,26,90,58,-,-,,,,First
LCS(H),16.Hami,Successful Pass,20,28,74,44,65,52,,,,First
LCS(H),12.Iqram,Successful Pass,20,30,63,50,55,60,,,,First
LCS(H),3.Tajeli,Thru Pass,20,34,57,68,87,29,,,successful,First
HGU(A),20.Suhaimi,Interception,20,35,88,31,-,-,,,,First
LCS(H),2.Henriqu,Successful Pass,20,38,91,32,77,40,,,,First
LCS(H),28.Saifulah,Shot,20,39,78,36,99,41,blocked,,,First
HGU(A),6.Kaishu,Interception,20,40,95,41,-,-,,,,First
LCS(H),28.Saifulah,Throw,20,49,56,2,42,20,,,,First
LCS(H),3.Tajeli,Successful Pass,20,56,45,75,77,93,,,,First
LCS(H),12.Iqram,Successful Pass,20,52,41,23,39,71,,,,First
LCS(H),7.Song,Successful Pass,20,59,70,87,56,89,,,,First
LCS(H),3.Tajeli,Successful Pass,21,0,56,87,38,61,,,,First
LCS(H),14.Hariss,Thru Pass,21,5,44,64,76,10,,,successful,First
LCS(H),28.Saifulah,Cross,21,10,76,8,88,48,,successful,,First
LCS(H),9.Shinwook,Successful Pass,21,11,89,48,78,57,,,,First
LCS(H),8.Shahdan,Shot,21,12,76,55,99,32,off-target,,,First
HGU(A),13.Barudin,Successful Pass,21,39,97,50,96,71,,,,First
HGU(A),6.Kaishu,Successful Pass,21,42,97,67,95,32,,,,First
HGU(A),21.Nazhim,Successful Pass,21,46,94,33,69,17,,,,First
LCS(H),6.Anu,Interception,21,46,72,18,-,-,,,,First
LCS(H),28.Saifulah,Stray Pass,21,48,71,12,55,12,,,,First
HGU(A),10.Shawal,Successful Pass,21,52,59,25,51,42,,,,First
HGU(A),14.Kiki,Thru Pass,21,53,52,45,32,30,,,intercepted,First
LCS(H),2.Henriqu,Interception,21,53,32,34,-,-,,,,First
LCS(H),2.Henriqu,Successful Pass,21,56,31,32,17,50,,,,First
LCS(H),18.Hassan,Successful Pass,22,0,13,50,21,82,,,,First
LCS(H),3.Tajeli,Successful Pass,22,8,14,90,58,51,,,,First
LCS(H),9.Shinwook,Successful Pass,22,8,58,50,51,50,,,,First
LCS(H),16.Hami,Successful Pass,22,11,52,50,77,23,,,,First
HGU(A),20.Suhaimi,Interception,22,12,78,24,-,-,,,,First
HGU(A),21.Nazhim,Successful Pass,22,14,78,35,59,18,,,,First
HGU(A),7.Shahfiq,Possession Lost,22,15,62,22,-,-,,,,First
LCS(H),12.Iqram,Interception,22,16,59,19,-,-,,,,First
HGU(A),20.Suhaimi,Interception,22,19,72,6,-,-,,,,First
LCS(H),12.Iqram,Throw,22,38,79,2,91,10,,,,First
HGU(A),7.Shahfiq,Interception,22,40,91,5,-,-,,,,First
